Data;Nr.;Intrebare;Varianta;Raspuns
"09 Dec 2011  09:46:33";2;"Cui ati comunica un astfel de diagnostic?";Pacientului;"La pacientul pediatric mai int&Atilde;&cent;i se comunic&Auml;É familiei, apoi, &Atilde;&reg;mpreun&Auml;É cu familia-&Atilde;&reg;n func&Egrave;õie de v&Atilde;&cent;rsta pacientului-se g&Auml;Ése&Egrave;ôte modalitatea optim&Auml;É de comunicare c&Auml;Étre pacient.



"
"09 Dec 2011  09:46:33";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Niciodata;
"09 Dec 2011  09:46:33";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"Dreptul de a accepta sau refuza manoperele medicale; dreptul de a fi tratat ca o fiin&Egrave;õ&Auml;É &Egrave;ôi nu ca un obiect de studiu."
"09 Dec 2011  09:46:33";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"Negare (refuzul realit&Auml;É&Egrave;õii), apoi &Egrave;ôoc emo&Egrave;õional (pl&Atilde;&cent;ns, furie, etc), apoi depresie, apoi acceptare."
"09 Dec 2011  09:46:33";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"1. Impactul ini&Egrave;õial: domin&Auml;É starea de &Egrave;ôoc &Egrave;ôi refuzul de a accepta realitatea (&acirc;Äùceea ce mi se &Atilde;&reg;nt&Atilde;&cent;mpl&Auml;É nu poate fi adev&Auml;Érat&acirc;Äù); &Atilde;&reg;n momentul comunic&Auml;Érii ve&Egrave;ôtii, ei nu sunt aten&Egrave;õi (privesc pe fereastr&Auml;É sau &Atilde;&reg;&Egrave;ôi privesc ceasul) , sunt paraliza&Egrave;õi de fric&Auml;É sau ac&Egrave;õioneaz&Auml;É automat (mi&Egrave;ôc&Auml;Éri mecanice, uneori inutile).
2. Realizare (realization): gam&Auml;É larg&Auml;É de manifest&Auml;Éri de la facies mobil la pl&Atilde;&cent;ns lini&Egrave;ôtit sau criz&Auml;É de isterie; adeseori apare furia nedirec&Egrave;õionat&Auml;É sau &Atilde;&reg;ndreptat&Auml;É &Atilde;&reg;mpotriva personalului medical; &Atilde;&reg;n func&Egrave;õie de convingerile religioase unii p&Auml;Érin&Egrave;õi percep evenimentele ca &Egrave;ôi pedeaps&Auml;É divin&Auml;É, cu note de resemnare (&acirc;Äùa&Egrave;ôa a vrut Dumnezeu&acirc;Äù).
3. Retragere (defensive retreat) : dominat&Auml;É de depresie; realitatea prezent&Auml;É este evitat&Auml;É, p&Auml;Érin&Egrave;õii &Atilde;&reg;ncerc&Atilde;&cent;nd adeseori &Atilde;&reg;ntoarcerea mental&Auml;É la perioadfa dinaintea tragediei (&acirc;ÄùE un vis ur&Atilde;&cent;t, nu-i a&Egrave;ôa?&acirc;Äù).
4. Recunoa&Egrave;ôtere (aknowledgement): stadiul final &Atilde;&reg;n care p&Auml;Érin&Egrave;õii accept&Auml;É realitatea."
"09 Dec 2011  09:46:33";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"Foarte greu f&Auml;Ér&Auml;É suport psihologic. Epuizare, depresie, instabilitate emo&Egrave;õional&Auml;É."
"09 Dec 2011  09:46:33";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"Este dreptul pacientului de a cunoa&Egrave;ôte posibilit&Auml;É&Egrave;õile evolutive &Egrave;ôi c&Atilde;&cent;t timp mai are la dispozi&Egrave;õie."
"09 Dec 2011  09:46:33";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratamentul bolii de baza, eventual doze mari de citostatice si/sau interventie chirurgicala, sperand in prelungirea vietii bolnavului, indiferent de calitatea vietii";
"09 Dec 2011  09:46:33";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"&Atilde;éntrebarea necesit&Auml;É explica&Egrave;õii suplimentare: din punct de vedere medical sau psihologic?"
"09 Dec 2011  09:46:33";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";"Nu stiu";
"09 Dec 2011  09:46:33";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"Astenia, sc&Auml;Éderea &Atilde;&reg;n greutate, insomnia, depresia, durerea"
"09 Dec 2011  09:46:33";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"Dependen&Egrave;õa de sectorul medical, izolarea, inactivitatea impus&Auml;É de boal&Auml;É, reducerea capacit&Auml;É&Egrave;õii de a lua decizii."
"09 Dec 2011  09:46:33";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"09 Dec 2011  09:46:33";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"09 Dec 2011  09:46:33";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"&Atilde;éngrijirtea paliativ&Auml;É reprezint&Auml;É &Atilde;&reg;ngrijirea activ&Auml;É a pacien&Egrave;õilor a c&Auml;Éror boal&Auml;É nu mai r&Auml;Éspunde la tratament curativ."
"09 Dec 2011  09:46:33";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"Medic
Asistent&Auml;É medical&Auml;É
Psiholog
Medic"
"09 Dec 2011  09:46:33";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"09 Dec 2011  09:46:33";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"Durere
Pierderea autonomiei
Dependen&Egrave;õa de &Atilde;&reg;ngrijirea medical&Auml;É
Medica&Egrave;õie multipl&Auml;É
"
"09 Dec 2011  09:46:33";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"Ignorarea dorin&Egrave;õelor &Egrave;ôi alegerilor pacientului, terapie agresiv&Auml;É, tratamentul fiec&Auml;Érui simptom prin plurimedica&Egrave;õie, uneori comunicare insuficient&Auml;É, refuzul accept&Auml;Érii evolu&Egrave;õiei infauste."
"09 Dec 2011  09:46:33";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;Nu
"09 Dec 2011  09:46:33";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;Nu
"09 Dec 2011  09:46:33";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;Nu
"09 Dec 2011  09:46:33";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;Da
"09 Dec 2011  09:46:33";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Acasa, de catre echipa de ingrijiri paliative";
"09 Dec 2011  09:46:33";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"09 Dec 2011  09:46:33";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"Tratament paliativ"
"09 Dec 2011  09:46:33";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"09 Dec 2011  09:46:33";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"09 Dec 2011  09:46:33";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Familia;
"09 Dec 2011  09:46:33";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"09 Dec 2011  09:46:33";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Nu &Egrave;ôtiu"
"09 Dec 2011  09:46:33";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;"Termenul de povar&Auml;É nu este potrivit, dar pacientul terminal aduce o &Atilde;&reg;nc&Auml;Érc&Auml;Étur&Auml;É psihologic&Auml;É important&Auml;É pentru medic."
"09 Dec 2011  09:46:33";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As prefera sa i se comunice diagnosticul si prognosticul";
"09 Dec 2011  09:46:33";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;-
"09 Dec 2011  09:46:33";36;Varsta;"45-55 ani";
"09 Dec 2011  09:46:33";37;Genul;M;
"09 Dec 2011  09:46:33";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Cluj-Napoca
"09 Dec 2011  09:46:33";39;"Care este apartenenta dvs. religioasa?";;"Cre&Egrave;ôtin ortodox"
"09 Dec 2011  09:46:33";40;"Care este specialitatea dvs.?";;"Pediatrie "
"09 Dec 2011  09:46:33";41;"Ce cursuri postuniversitare ati absolvit?";;"Terapie intensiv&Auml;É, Hematologie"
"09 Dec 2011  09:46:33";42;"Ce supraspecializari/competente aveti?";;-
"09 Dec 2011  09:46:33";43;"Cati ani vechime in profesie aveti?";"Peste 10 ani";
"09 Dec 2011  11:44:27";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In putine cazuri";
"09 Dec 2011  11:44:27";2;"Cui ati comunica un astfel de diagnostic?";"Alt raspuns";"daca pacientul doreste sa stie eu spun DA."
"09 Dec 2011  11:44:27";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Uneori;"NU,dar uneori pacientul este mai informat ca noi si chiar daca nu are multa pregatire stie FOARTE multe despre boala LUI."
"09 Dec 2011  11:44:27";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"CALMUL ,chiar daca stie DG. ar trebui sa lupte.
DEMNITATEA,sa stie sa fie pe linia da plutire.
PUTEREA,ca sa poata sa duca ceea ce i-a fost DAT.
nu ar trebui sa comentez ...dar daca as fi eu NU STIU CE AS FACE.

"
"09 Dec 2011  11:44:27";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"de obiei sunt optimisti si luptatori,dar eu sunt de acord ca nu au nevoie de suferinta si DURERE."
"09 Dec 2011  11:44:27";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;BINE.
"09 Dec 2011  11:44:27";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"DEPINDE.si nu doresc sa comentez pentru ca am avut un CAZ."
"09 Dec 2011  11:44:27";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"daca doreste DA.poate ca vrea sa isi faca toate........inainte DE.."
"09 Dec 2011  11:44:27";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"09 Dec 2011  11:44:27";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"as lupta mult pentru amandoi,dar pana la o limita si nu doresc sa aiba dureri si sa se chinuie..."
"09 Dec 2011  11:44:27";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"cred ca asa ar fi CORECT si BINE..dar poate ca gandurile MELE nu sunt la fel cu ale LOR."
"09 Dec 2011  11:44:27";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"DUREREA
IMOBILITATEA,nu este BINE sa depinzi de CINEVA
INSOMNIA
INAPETENTA
si GANDURILE..................."
"09 Dec 2011  11:44:27";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"CREDINTA
PUTEREA
TARIA 
DORINTA
IUBIREA"
"09 Dec 2011  11:44:27";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"09 Dec 2011  11:44:27";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"09 Dec 2011  11:44:27";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"ar fi benefica dar inca NU o cunoastem."
"09 Dec 2011  11:44:27";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"DEPINDE de DG.in ultima faza FAMILIA si ACASA.."
"09 Dec 2011  11:44:27";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"09 Dec 2011  11:44:27";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"dependenta de cineva
inadaptare
nevoi
irascibilitate
indispozitie"
"09 Dec 2011  11:44:27";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"nu stie cateodata  sa mai aiba   RABDARE
                                                       PACE
                                                       LINISTE
                                                      si multe altele...cabinet,acte,registre si pacienti........."
"09 Dec 2011  11:44:27";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"starea cred ca mai o sansa si faza.....NU"
"09 Dec 2011  11:44:27";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"NU.si nu mai comentez ca nu este cazul."
"09 Dec 2011  11:44:27";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"NU .nu doresc sa comentez .am fost si DINCOLO si nu putem COMPARA."
"09 Dec 2011  11:44:27";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;DA.DA.DA
"09 Dec 2011  11:44:27";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"In unitati de ingrijiri paliative";
"09 Dec 2011  11:44:27";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Familia;"FAMILIA caci asa doresc EI.
"
"09 Dec 2011  11:44:27";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"acasa,daca nu mai este alta solutie....PREA tirziu
"
"09 Dec 2011  11:44:27";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"09 Dec 2011  11:44:27";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Medicul;"medicul specialist"
